ST,STATE,ST_ABBR,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
36,NEW YORK,NY,Albany,36001,"Albany County, New York",522.8287453,307426,0,140830,347,126008,701,34919,1849,8123,746,36454,542,15030,851,49416,56,57396,46,33878,1032,10150,733,84107,419,5552,707,16567,816,2020,249,1207,285,17228,799,17463,772,12.0,0.6,4.8,0.4,36454.0,542.0,7.3,0.4,16.1,0.1,18.7,0.0,11.2,0.3,8.1,0.6,27.4,0.1,1.9,0.2,11.8,0.6,1.4,0.2,1.0,0.2,13.7,0.6,5.7,0.3,0.3279,0.2131,0.1311,0.0656,0.7377,0.0984,0.2295,0.2131,0.1639,0.4098,1.0163,0.0656,0.7869,0.7541,1.541,0.7869,0.8852,0.2131,0.082,0.8852,0.7377,2.8032,0.623,6.0982,0.1639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12005,952,4.0,0.3,354354
36,NEW YORK,NY,Cortland,36023,"Cortland County, New York",498.7726555,48123,0,20766,140,17685,313,6884,595,1113,212,26979,1234,2800,334,7547,67,9436,159,6249,434,1576,217,3544,108,165,109,1158,202,1518,148,242,71,1475,212,3546,326,15.5,1.3,4.5,0.8,26979.0,1234.0,9.3,1.1,15.7,0.1,19.6,0.3,13.1,0.9,8.9,1.2,7.4,0.2,0.4,0.2,5.6,1.0,7.3,0.7,1.4,0.4,8.3,1.2,7.4,0.7,0.7541,0.0984,0.7213,0.2623,1.8361,0.4262,0.1475,0.3115,0.3115,0.5902,1.3607,0.1967,0.2295,0.082,0.3115,0.1475,0.541,0.4918,0.377,0.377,0.8361,2.6229,0.4918,6.1312,0.1803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2056,409,4.3,0.9,46157
36,NEW YORK,NY,Livingston,36051,"Livingston County, New York",631.7619523,63907,0,27455,204,24383,388,7850,902,1257,213,27073,765,4403,468,10713,78,11596,67,7985,558,2021,314,5795,25,325,122,1103,251,2912,327,363,130,1899,312,6389,459,13.6,1.5,4.2,0.7,27073.0,765.0,10.3,1.1,16.8,0.1,18.1,0.1,13.0,0.9,8.3,1.3,9.1,0.0,0.5,0.2,4.0,0.9,10.6,1.2,1.5,0.5,7.8,1.3,10.0,0.7,0.4754,0.0492,0.7049,0.4918,1.7213,0.3443,0.3934,0.1639,0.2951,0.459,1.3114,0.1475,0.3279,0.1148,0.4427,0.2131,0.459,0.7377,0.4098,0.2623,0.9344,2.8032,0.623,6.2786,0.1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2024,473,3.3,0.8,56765
36,NEW YORK,NY,Niagara,36063,"Niagara County, New York",522.3524186,211704,0,100301,187,88211,768,27967,1560,5636,472,29824,481,13257,708,38400,35,42846,0,29186,912,7984,561,30189,128,1330,323,6255,462,3370,265,984,186,8395,640,3982,323,13.4,0.7,5.3,0.4,29824.0,481.0,8.8,0.5,18.1,0.1,20.2,0.0,13.9,0.4,9.1,0.6,14.3,0.1,0.7,0.2,6.2,0.5,3.4,0.3,1.1,0.2,9.5,0.7,1.9,0.2,0.459,0.377,0.4098,0.1475,1.3933,0.2623,0.623,0.4262,0.4098,0.6393,2.0983,0.541,0.5574,0.3934,0.9508,0.5246,0.6393,0.2951,0.1803,0.5574,0.1967,1.8688,0.1639,6.3112,0.2131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7516,690,3.6,0.3,187473
36,NEW YORK,NY,Columbia,36021,"Columbia County, New York",634.6631714,60919,0,33386,142,25243,448,7039,697,1537,239,35581,1190,4392,416,13577,40,10965,0,9367,601,1944,285,8148,145,804,203,1226,203,2630,272,349,121,1808,233,2487,305,11.9,1.2,4.9,0.7,35581.0,1190.0,9.6,0.9,22.3,0.1,18.0,0.0,15.8,1.0,7.7,1.1,13.4,0.2,1.4,0.3,3.7,0.6,7.9,0.8,1.4,0.5,7.2,0.9,4.1,0.5,0.3115,0.2623,0.1475,0.3443,1.0656,0.1639,0.9672,0.1148,0.7541,0.2623,2.0984,0.5738,0.5082,0.6066,1.1148,0.623,0.377,0.5738,0.377,0.1967,0.5082,2.0327,0.2951,6.3115,0.2295,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2759,387,4.7,0.7,50727
36,NEW YORK,NY,Rensselaer,36083,"Rensselaer County, New York",652.4551601,159431,0,72852,186,64563,603,18459,1368,4359,490,34280,711,9302,606,25539,116,31723,0,21366,898,6052,490,26199,57,1156,252,6684,548,1984,225,1053,246,6341,425,5891,410,12.0,0.9,5.1,0.6,34280.0,711.0,8.4,0.5,16.0,0.1,19.9,0.0,13.6,0.6,9.4,0.8,16.4,0.0,0.8,0.2,9.2,0.8,2.7,0.3,1.6,0.4,9.8,0.7,3.7,0.3,0.3279,0.3279,0.1967,0.1148,0.9673,0.1475,0.2131,0.3607,0.3607,0.7213,1.6558,0.3279,0.6066,0.4754,1.082,0.5738,0.7869,0.2623,0.4918,0.623,0.4754,2.6394,0.541,6.3445,0.2459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6704,663,4.3,0.4,137747
36,NEW YORK,NY,Lewis,36049,"Lewis County, New York",1274.6412809,26719,0,15605,96,10242,231,3712,488,872,150,26169,838,1869,176,4620,46,6192,27,3830,369,826,151,1112,18,132,92,220,55,1995,186,130,66,537,111,362,233,14.1,1.8,6.9,1.2,26169.0,838.0,10.2,1.0,17.3,0.2,23.2,0.1,14.5,1.4,8.1,1.5,4.2,0.1,0.5,0.4,1.4,0.4,12.8,1.2,1.3,0.6,5.2,1.1,1.4,0.9,0.541,0.8361,0.8197,0.4754,2.6722,0.7705,0.4918,0.9344,0.4918,0.4098,2.3278,0.623,0.0,0.1148,0.1148,0.0328,0.0164,0.8361,0.3115,0.0492,0.0656,1.2788,0.0328,6.3936,0.2623,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1745,323,6.6,1.2,21191
36,NEW YORK,NY,Wayne,36117,"Wayne County, New York",603.8290862,90856,0,41637,192,36504,476,10127,835,2733,372,29028,768,6738,513,16103,67,19705,0,13331,782,3191,299,8950,50,500,176,1510,223,3470,328,458,144,2471,289,1747,443,11.3,0.9,5.9,0.8,29028.0,768.0,10.6,0.8,17.7,0.1,21.7,0.0,14.8,0.9,8.7,0.8,9.9,0.1,0.6,0.2,3.6,0.5,8.3,0.8,1.3,0.4,6.8,0.8,1.9,0.5,0.2131,0.5738,0.459,0.5574,1.8033,0.3934,0.5082,0.7541,0.5574,0.5574,2.3771,0.6557,0.4098,0.2787,0.6885,0.3607,0.3279,0.5902,0.3115,0.1639,0.1967,1.5902,0.0984,6.4591,0.2787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4523,565,5.0,0.6,76615
36,NEW YORK,NY,Essex,36031,"Essex County, New York",1794.1172411,37751,0,26183,196,15425,456,3323,452,1072,201,30273,1084,2546,276,8322,79,6325,95,5953,406,1279,211,2978,52,208,127,700,184,1853,237,267,111,1267,203,2892,416,9.5,1.3,5.8,1.1,30273.0,1084.0,8.9,1.0,22.0,0.2,16.8,0.3,16.8,1.2,8.3,1.4,7.9,0.1,0.6,0.4,2.7,0.7,7.1,0.9,1.7,0.7,8.2,1.3,7.7,1.1,0.1148,0.5246,0.3934,0.2131,1.2459,0.1967,0.9508,0.0656,0.918,0.459,2.3934,0.6885,0.2787,0.2787,0.5574,0.3115,0.1639,0.4754,0.5082,0.3279,0.8689,2.3443,0.3934,6.541,0.2951,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,2,1373,216,3.9,0.6,34508
36,NEW YORK,NY,Dutchess,36027,"Dutchess County, New York",795.6470424,293894,0,120472,405,107347,824,25335,1615,8981,735,38048,621,19326,1004,48700,46,57051,42,37415,1313,7321,525,82584,336,5837,565,9632,605,3852,366,3664,460,8778,650,18438,1012,9.1,0.6,5.9,0.5,38048.0,621.0,9.5,0.5,16.6,0.1,19.4,0.0,13.1,0.5,6.8,0.5,28.1,0.1,2.1,0.2,8.0,0.5,3.2,0.3,3.4,0.4,8.2,0.6,6.3,0.3,0.082,0.5738,0.1148,0.2951,1.0657,0.1803,0.3607,0.2459,0.3115,0.1475,1.0656,0.082,0.8033,0.7705,1.5738,0.8033,0.7049,0.2787,0.8689,0.3279,0.7541,2.9345,0.7705,6.6396,0.3115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14434,1040,5.0,0.4,261433
36,NEW YORK,NY,Tompkins,36109,"Tompkins County, New York",474.6409651,102962,0,43048,278,39326,484,17500,1194,2438,384,31464,910,3447,460,13561,152,15362,85,9285,562,2837,404,23305,144,891,241,5752,497,3349,344,571,194,5808,445,13713,628,19.6,1.3,4.6,0.7,31464.0,910.0,5.8,0.8,13.2,0.1,14.9,0.1,9.1,0.5,7.2,1.0,22.6,0.1,0.9,0.2,13.4,1.2,7.8,0.8,1.5,0.5,14.8,1.1,13.3,0.6,0.9508,0.1148,0.3279,0.0,1.3935,0.2787,0.0328,0.0328,0.0164,0.1803,0.2623,0.0,0.7213,0.5082,1.2295,0.6557,0.918,0.5574,0.4098,0.918,1.0,3.8032,1.0,6.6885,0.3279,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,3,4,3740,503,3.7,0.5,109775
36,NEW YORK,NY,Schoharie,36095,"Schoharie County, New York",621.8186486,31364,0,17506,109,12559,308,3945,388,892,147,28712,994,2306,272,6359,47,5655,27,5027,328,1180,151,2056,8,126,89,607,127,2212,221,128,48,799,126,1429,241,13.2,1.3,5.8,0.9,28712.0,994.0,10.4,1.2,20.3,0.1,18.0,0.1,16.1,1.0,9.4,1.2,6.6,0.0,0.4,0.3,3.5,0.7,12.6,1.3,1.0,0.4,6.4,1.0,4.6,0.8,0.4262,0.5246,0.5082,0.5246,1.9836,0.5246,0.9016,0.1148,0.8361,0.7213,2.5738,0.8361,0.1803,0.082,0.2623,0.1148,0.2951,0.8197,0.082,0.1311,0.5574,1.8853,0.1967,6.705,0.3443,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1310,207,4.2,0.7,26240
36,NEW YORK,NY,Schuyler,36097,"Schuyler County, New York",328.3432273,17992,0,9736,38,7304,231,2444,366,492,108,26484,1169,1414,209,3604,28,3515,21,3014,287,573,116,859,10,48,71,248,50,1745,167,164,61,450,85,255,67,13.9,2.1,5.5,1.2,26484.0,1169.0,10.7,1.6,20.0,0.2,19.5,0.1,16.9,1.6,7.8,1.6,4.8,0.1,0.3,0.4,2.5,0.5,17.9,1.7,2.2,0.8,6.2,1.1,1.4,0.4,0.4918,0.4262,0.8033,0.5738,2.2951,0.6393,0.8689,0.2623,0.9508,0.2951,2.3771,0.6557,0.0328,0.0,0.0328,0.0,0.1148,0.9836,0.7377,0.1148,0.0656,2.0165,0.2787,6.7215,0.3607,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,2,991,213,5.6,1.2,14699
36,NEW YORK,NY,Washington,36115,"Washington County, New York",831.1670295,61828,0,29461,126,24009,462,7055,919,1729,263,27156,660,5519,504,11288,47,11910,38,8614,561,2018,268,4650,50,390,207,726,163,1938,217,428,144,1741,243,3242,286,12.0,1.6,5.7,0.9,27156.0,660.0,12.3,1.1,18.3,0.1,19.3,0.1,14.6,0.9,8.4,1.1,7.5,0.1,0.7,0.4,2.5,0.6,6.6,0.7,1.8,0.6,7.3,1.0,5.2,0.5,0.3279,0.4754,0.6721,0.7705,2.2459,0.6066,0.6721,0.2295,0.5082,0.5082,1.918,0.3934,0.2459,0.3934,0.6393,0.3443,0.1148,0.3934,0.623,0.2131,0.623,1.9673,0.2295,6.7705,0.377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3785,788,6.4,1.3,48262
36,NEW YORK,NY,Otsego,36077,"Otsego County, New York",1001.7270142,60244,0,31224,186,23556,448,8467,720,1930,223,27680,829,3497,386,12021,64,9878,0,8268,456,1600,191,5262,83,360,122,697,141,3731,244,398,136,2063,272,5613,371,15.4,1.3,6.4,0.7,27680.0,829.0,8.8,1.0,20.0,0.1,16.4,0.0,13.9,0.8,6.8,0.8,8.7,0.1,0.6,0.2,2.2,0.5,11.9,0.8,1.7,0.6,8.8,1.1,9.3,0.6,0.7377,0.7541,0.5902,0.1475,2.2295,0.5902,0.8689,0.0492,0.4098,0.1475,1.4754,0.2623,0.3115,0.2787,0.5902,0.3279,0.0328,0.7869,0.5082,0.4262,0.9016,2.6557,0.5574,6.9508,0.3934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3403,448,5.7,0.8,58278
36,NEW YORK,NY,Schenectady,36093,"Schenectady County, New York",204.5795324,154883,0,69302,189,53295,990,17200,1774,5198,649,31412,739,10381,811,25515,102,33475,4,19762,975,4051,446,41234,639,1987,405,7036,491,551,139,609,170,6090,490,4680,417,11.4,1.2,6.6,0.8,31412.0,739.0,9.7,0.8,16.5,0.1,21.6,0.0,12.9,0.6,7.6,0.8,26.6,0.4,1.4,0.3,10.2,0.7,0.8,0.2,1.1,0.3,11.4,0.9,3.0,0.3,0.2295,0.8033,0.3443,0.377,1.7541,0.3607,0.3443,0.7213,0.2787,0.2295,1.5738,0.2951,0.7705,0.6066,1.3771,0.7049,0.8197,0.1148,0.1803,0.7869,0.3934,2.2951,0.3607,7.0001,0.4098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7326,734,4.8,0.5,138403
36,NEW YORK,NY,Greene,36039,"Greene County, New York",647.1611966,47617,0,29681,165,17117,472,5921,791,981,196,27271,937,4523,446,9996,90,8057,9,6225,567,845,190,6992,76,391,151,1004,218,2055,214,287,138,1537,287,3290,410,13.3,1.8,4.6,0.9,27271.0,937.0,12.8,1.3,21.0,0.2,16.9,0.0,13.9,1.2,4.9,1.1,14.7,0.2,0.9,0.3,3.4,0.7,6.9,0.7,1.7,0.8,9.0,1.6,6.9,0.9,0.4426,0.1148,0.6393,0.8197,2.0164,0.5574,0.9344,0.082,0.4098,0.0328,1.459,0.2295,0.5738,0.5082,1.082,0.5738,0.2787,0.459,0.5082,0.459,0.7869,2.4918,0.459,7.0492,0.4262,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2475,412,5.5,0.9,41508
36,NEW YORK,NY,Erie,36029,"Erie County, New York",1042.7237385,919866,0,427147,723,387847,1686,129903,3102,22583,983,32347,323,55426,1673,158532,24,188543,0,119937,2160,35149,1225,222874,382,15265,1028,34316,1109,5861,454,4794,487,51601,1425,28008,1581,14.5,0.3,4.8,0.2,32347.0,323.0,8.6,0.3,17.2,0.1,20.5,0.0,13.2,0.2,9.1,0.3,24.2,0.0,1.8,0.1,8.0,0.3,1.4,0.1,1.2,0.1,13.3,0.4,3.0,0.2,0.623,0.2131,0.2951,0.1311,1.2623,0.2131,0.4754,0.4918,0.3443,0.6393,1.9508,0.4426,0.7541,0.7049,1.459,0.7541,0.7049,0.2131,0.2295,0.8525,0.3934,2.3934,0.4262,7.0655,0.4426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33726,1298,3.7,0.1,920363
36,NEW YORK,NY,Hamilton,36041,"Hamilton County, New York",1717.3748199,4575,0,8914,60,1124,95,315,92,170,81,25918,1450,617,166,1319,11,633,28,1163,177,51,23,212,12,75,84,28,17,891,82,19,22,51,25,130,48,6.9,2.0,8.0,3.5,25918.0,1450.0,17.4,4.7,28.8,0.2,13.8,0.6,25.6,3.9,4.5,2.0,4.6,0.3,1.7,1.9,0.3,0.2,10.0,0.9,1.7,2.0,4.5,2.3,2.8,1.0,0.0492,0.9836,0.8525,0.9508,2.8361,0.8197,1.0,0.0,1.0,0.0,2.0,0.4754,0.0164,0.6885,0.7049,0.377,0.0,0.6557,0.5082,0.0164,0.3443,1.5246,0.0656,7.0656,0.459,0,1,0,1,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,4,309,107,6.8,2.4,3251
36,NEW YORK,NY,Ulster,36111,"Ulster County, New York",1124.2355093,179303,0,84874,323,69539,800,23840,1614,5723,600,33879,731,12295,853,33335,96,32420,0,24210,1034,5519,502,36788,260,2817,441,4733,462,5425,491,1252,229,5230,458,11692,697,13.9,0.9,6.2,0.6,33879.0,731.0,9.5,0.7,18.6,0.1,18.1,0.0,13.8,0.6,7.9,0.7,20.5,0.1,1.6,0.3,5.6,0.5,6.4,0.6,1.8,0.3,7.5,0.6,6.5,0.4,0.4918,0.6885,0.2131,0.2951,1.6885,0.3279,0.7377,0.1639,0.3934,0.3607,1.6557,0.3115,0.6885,0.6721,1.3606,0.6885,0.541,0.377,0.623,0.2459,0.7705,2.5574,0.4754,7.2622,0.4754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10239,925,5.9,0.5,152817
36,NEW YORK,NY,Yates,36123,"Yates County, New York",338.1426057,25009,0,13795,98,9029,271,2719,505,552,134,27512,1303,2287,246,4875,53,5650,44,3083,255,574,109,1323,63,162,91,348,83,1414,184,189,64,1154,165,1262,212,11.4,2.1,4.7,1.1,27512.0,1303.0,13.8,1.5,19.5,0.2,22.6,0.2,12.5,1.0,6.4,1.2,5.3,0.3,0.7,0.4,2.5,0.6,10.3,1.3,2.1,0.7,12.8,1.7,5.0,0.8,0.2295,0.1475,0.6066,0.8852,1.8688,0.4426,0.8197,0.8852,0.2131,0.1148,2.0328,0.5082,0.082,0.3934,0.4754,0.2459,0.1148,0.6721,0.7213,0.8361,0.5902,2.9345,0.7705,7.3115,0.4918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4642,472,18.8,1.9,21107
36,NEW YORK,NY,Orange,36071,"Orange County, New York",812.3206777,378227,0,142360,285,126776,881,43543,2070,9057,623,33472,424,24774,944,50452,75,97099,48,44101,1460,9800,635,132622,372,15163,930,12345,705,3363,353,4724,424,12014,712,10806,775,11.8,0.6,4.9,0.3,33472.0,424.0,10.3,0.4,13.3,0.1,25.7,0.0,11.9,0.4,7.7,0.5,35.1,0.1,4.3,0.3,8.7,0.5,2.4,0.2,3.7,0.3,9.5,0.5,2.9,0.2,0.2951,0.2623,0.2459,0.4918,1.2951,0.2295,0.0656,0.9836,0.1967,0.2623,1.5082,0.2787,0.8689,0.8689,1.7378,0.8689,0.7705,0.2459,0.8852,0.5574,0.3607,2.8197,0.6721,7.3608,0.5082,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,19347,1175,5.2,0.3,327925
36,NEW YORK,NY,Seneca,36099,"Seneca County, New York",323.7093172,34612,0,16336,228,13522,345,3924,442,565,108,27366,1293,3612,281,6322,46,6915,23,5422,387,1124,210,3739,7,221,104,359,91,2203,277,123,46,1098,183,3161,519,12.4,1.4,3.5,0.7,27366.0,1293.0,14.6,1.1,18.3,0.1,20.0,0.1,17.0,1.3,8.3,1.5,10.8,0.0,0.7,0.3,2.2,0.6,13.5,1.6,0.9,0.3,8.1,1.3,9.1,1.5,0.377,0.0,0.623,0.9344,1.9344,0.4754,0.6721,0.3934,0.9672,0.459,2.4917,0.7869,0.4754,0.3934,0.8688,0.4918,0.0328,0.8852,0.0328,0.3115,0.8852,2.1475,0.3279,7.4424,0.5246,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,3072,485,9.6,1.5,31732
36,NEW YORK,NY,Richmond,36085,"Richmond County, New York",57.5186516,474101,0,179871,317,166152,810,60026,3048,10872,736,34987,569,37675,1656,73325,107,104503,15,46798,1360,12948,844,181741,206,21524,1236,20487,744,502,137,7142,613,27621,1015,6810,734,12.8,0.6,4.9,0.3,34987.0,569.0,11.5,0.5,15.5,0.1,22.0,0.0,10.0,0.3,7.8,0.5,38.3,0.0,4.8,0.3,11.4,0.4,0.3,0.1,4.3,0.4,16.6,0.6,1.4,0.2,0.3934,0.2623,0.1803,0.6393,1.4753,0.2951,0.1311,0.8361,0.0984,0.2951,1.3607,0.1967,0.9016,0.8852,1.7868,0.8852,0.8525,0.0984,0.918,0.9344,0.0656,2.8689,0.7049,7.4917,0.541,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,2,3,23153,1581,4.9,0.3,326666
36,NEW YORK,NY,Steuben,36101,"Steuben County, New York",1390.5481932,96927,0,49462,142,40183,452,13308,892,2992,323,28600,763,6811,437,17889,58,21208,0,14839,570,3699,332,6066,42,593,160,1794,218,7602,353,417,97,3601,286,1789,267,14.0,0.9,6.5,0.7,28600.0,763.0,10.0,0.6,18.5,0.1,21.9,0.0,15.5,0.6,9.2,0.8,6.3,0.0,0.6,0.2,3.6,0.4,15.4,0.7,1.0,0.2,9.0,0.7,1.8,0.3,0.5246,0.7705,0.5246,0.4262,2.2459,0.6066,0.7213,0.8197,0.6885,0.6721,2.9016,0.9344,0.1639,0.2787,0.4426,0.1967,0.3279,0.9508,0.082,0.459,0.1639,1.9836,0.2459,7.5737,0.5574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5578,522,5.8,0.5,92969
36,NEW YORK,NY,Cayuga,36011,"Cayuga County, New York",691.5822367,77868,0,36947,179,31251,422,8563,744,2084,236,29022,714,6812,434,13859,103,15627,0,10965,456,3409,312,7588,90,356,128,2341,321,3859,266,318,87,3304,356,4371,355,11.7,1.0,5.4,0.6,29022.0,714.0,12.3,0.8,17.8,0.1,20.1,0.0,14.8,0.6,10.9,1.0,9.7,0.1,0.5,0.2,6.3,0.9,10.4,0.7,1.0,0.3,10.6,1.1,5.6,0.5,0.2787,0.4098,0.4754,0.7705,1.9344,0.4754,0.5246,0.4098,0.5574,0.918,2.4098,0.7213,0.3934,0.1148,0.5082,0.2787,0.6557,0.6885,0.082,0.6721,0.7049,2.8032,0.623,7.6556,0.5738,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,4045,556,5.4,0.7,67482
36,NEW YORK,NY,Chemung,36015,"Chemung County, New York",407.3515842,85740,0,38797,217,34373,489,11996,1001,1981,318,28115,939,5789,517,15319,76,18660,163,12723,660,3641,413,11663,73,237,121,2182,235,2087,224,284,100,3846,341,4722,501,14.8,1.2,5.0,0.8,28115.0,939.0,9.7,0.9,17.9,0.1,21.8,0.2,15.4,0.8,10.6,1.2,13.6,0.1,0.3,0.2,5.6,0.6,5.4,0.6,0.8,0.3,11.2,0.9,5.5,0.6,0.7049,0.3115,0.5574,0.377,1.9508,0.5082,0.541,0.7869,0.6557,0.9016,2.8852,0.9016,0.541,0.0,0.541,0.2951,0.541,0.3443,0.0164,0.7049,0.6885,2.2951,0.3607,7.6721,0.5902,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3779,528,4.6,0.6,84860
36,NEW YORK,NY,Westchester,36119,"Westchester County, New York",430.5678079,968815,0,373942,475,347332,1340,87214,3553,29722,1432,54572,583,81329,2245,158902,95,217100,44,89947,2049,26493,1312,445341,560,57741,2228,105302,1668,525,155,14214,945,50391,1378,26182,1025,9.2,0.4,5.8,0.3,54572.0,583.0,12.2,0.3,16.4,0.1,22.4,0.0,9.4,0.2,7.6,0.4,46.0,0.1,6.3,0.2,28.2,0.4,0.1,0.1,4.1,0.3,14.5,0.4,2.7,0.1,0.0984,0.5246,0.0164,0.7377,1.3771,0.2459,0.3279,0.8525,0.0492,0.2295,1.4591,0.2459,0.9344,0.918,1.8524,0.9344,0.9344,0.0,0.9016,0.9016,0.3279,3.0655,0.8525,7.7541,0.6066,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,1,0,3,5,64712,2580,6.8,0.3,885863
36,NEW YORK,NY,Rockland,36087,"Rockland County, New York",173.4358752,323686,0,105911,183,100005,652,45613,2841,8599,753,38076,707,24580,1148,49645,54,90065,0,29999,1181,6315,631,118844,390,24907,1256,12352,740,1133,225,6586,504,10574,648,6670,531,14.3,0.9,5.5,0.5,38076.0,707.0,12.1,0.6,15.3,0.1,27.8,0.0,9.3,0.4,6.3,0.6,36.7,0.1,8.3,0.4,11.7,0.7,1.1,0.2,6.6,0.5,10.6,0.6,2.1,0.2,0.5738,0.4262,0.0984,0.7049,1.8033,0.3934,0.0984,1.0,0.0328,0.0984,1.2296,0.1311,0.8852,0.9344,1.8196,0.9016,0.8689,0.1967,0.9508,0.6721,0.2623,2.9508,0.8033,7.8033,0.623,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,3,19607,1632,6.1,0.5,281510
36,NEW YORK,NY,New York,36061,"New York County, New York",22.6566576,1632480,0,874237,759,758133,4208,263413,5585,54298,2092,72832,1034,162237,3483,257362,64,235771,60,166821,3491,41749,1725,866916,806,144058,3692,781765,4027,536,220,43930,2033,583837,4595,59705,1556,16.6,0.4,5.7,0.2,72832.0,1034.0,13.0,0.3,15.8,0.1,14.4,0.0,10.3,0.2,5.5,0.2,53.1,0.0,9.3,0.2,89.4,0.5,0.1,0.1,5.8,0.3,77.0,0.4,3.7,0.1,0.8361,0.4754,0.0,0.8525,2.164,0.5738,0.1639,0.0164,0.1475,0.0492,0.377,0.0164,0.9508,0.9508,1.9016,0.9508,1.0,0.0,0.9344,1.0,0.4754,3.4098,0.9672,7.8524,0.6393,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,1,0,3,5,93779,3526,5.8,0.2,1164366
